timestamp,ldr_v,temp_c,hum_pct,tvoc_ppb,eco2_ppm,scenario
120702,0.05,22.90,49.00,60.00,450.00,low_light
121703,0.04,22.90,49.00,60.00,450.00,low_light
122710,0.06,22.90,48.90,60.00,450.00,low_light
123711,0.06,22.90,48.90,60.00,450.00,low_light
124718,0.00,22.90,48.80,60.00,450.00,low_light
125719,0.00,22.90,48.80,60.00,450.00,low_light
126726,0.05,22.90,48.80,60.00,450.00,low_light
127727,0.02,22.90,48.80,60.00,450.00,low_light
128734,0.03,22.90,48.80,60.00,450.00,low_light
129735,0.04,22.90,48.80,60.00,450.00,low_light
130742,0.02,22.90,48.80,60.00,450.00,low_light
131743,0.04,22.90,48.80,60.00,450.00,low_light
132750,0.07,22.90,48.70,60.00,450.00,low_light
133751,0.03,22.90,48.70,60.00,450.00,low_light
134758,0.04,22.90,48.70,60.00,450.00,low_light
135759,0.06,22.90,48.70,60.00,450.00,low_light
136766,0.07,22.90,48.70,60.00,450.00,low_light
137767,0.03,22.90,48.70,60.00,450.00,low_light
138774,0.05,22.90,48.60,60.00,450.00,low_light
139775,0.02,22.90,48.60,60.00,450.00,low_light
140782,0.01,22.90,48.60,60.00,450.00,low_light
141783,0.01,22.90,48.60,60.00,450.00,low_light
142790,0.04,22.90,48.60,60.00,450.00,low_light
143791,0.03,22.90,48.60,60.00,450.00,low_light
144798,0.04,22.90,48.60,60.00,450.00,low_light
145799,0.08,22.90,48.60,60.00,450.00,low_light
146806,0.03,22.90,48.60,60.00,450.00,low_light
147807,0.00,22.90,48.60,60.00,450.00,low_light
148814,0.03,22.90,48.60,60.00,450.00,low_light
149815,0.08,22.90,48.60,60.00,450.00,low_light
150822,0.07,22.90,48.60,60.00,450.00,low_light
151823,0.05,22.90,48.60,60.00,450.00,low_light
152830,0.02,22.90,48.60,60.00,450.00,low_light
153831,0.03,22.90,48.60,60.00,450.00,low_light
154838,0.02,22.90,48.50,60.00,450.00,low_light
155839,0.09,22.90,48.50,60.00,450.00,low_light
156846,0.07,22.90,48.50,60.00,450.00,low_light
157847,0.03,22.90,48.50,60.00,450.00,low_light
158854,0.03,22.90,48.50,60.00,450.00,low_light
159855,0.06,22.90,48.50,60.00,450.00,low_light
160862,0.07,22.90,48.60,60.00,450.00,low_light
161863,0.06,22.90,48.60,60.00,450.00,low_light
162870,0.00,22.90,48.60,60.00,450.00,low_light
163871,0.03,22.90,48.60,60.00,450.00,low_light
164878,0.04,22.90,48.60,60.00,450.00,low_light
165879,0.06,22.90,48.60,60.00,450.00,low_light
166886,0.03,22.90,48.60,60.00,450.00,low_light
167887,0.03,22.90,48.60,60.00,450.00,low_light
168894,0.05,22.90,48.60,60.00,450.00,low_light
169895,0.06,22.90,48.60,60.00,450.00,low_light
170902,0.09,22.90,48.60,60.00,450.00,low_light
171903,0.02,22.90,48.60,60.00,450.00,low_light
172910,0.03,22.90,48.60,60.00,450.00,low_light
173911,0.03,22.90,48.60,60.00,450.00,low_light
174918,0.05,22.90,48.60,60.00,450.00,low_light
175919,0.05,22.90,48.60,60.00,450.00,low_light
176926,0.07,22.90,48.50,60.00,450.00,low_light
177927,0.03,22.90,48.50,60.00,450.00,low_light
178934,0.03,22.90,48.60,60.00,450.00,low_light
179935,0.07,22.90,48.60,60.00,450.00,low_light
180942,0.03,22.90,48.50,60.00,450.00,low_light
181943,0.03,22.90,48.50,60.00,450.00,low_light
182950,0.00,22.90,48.50,60.00,450.00,low_light
183951,0.07,22.90,48.50,60.00,450.00,low_light
184958,0.06,22.90,48.50,60.00,450.00,low_light
185959,0.01,22.90,48.50,60.00,450.00,low_light
186966,0.03,22.90,48.50,60.00,450.00,low_light
187967,0.06,22.90,48.50,60.00,450.00,low_light
188974,0.04,22.90,48.60,60.00,450.00,low_light
189975,0.05,22.90,48.60,60.00,450.00,low_light
190982,0.00,22.90,48.60,60.00,450.00,low_light
191983,0.04,22.90,48.60,60.00,450.00,low_light
192990,0.05,22.90,48.60,60.00,450.00,low_light
193991,0.03,22.90,48.60,60.00,450.00,low_light
194998,0.03,22.90,48.60,60.00,450.00,low_light
195999,0.01,22.90,48.60,60.00,450.00,low_light
197006,0.07,22.90,48.60,60.00,450.00,low_light
198007,0.07,22.90,48.60,60.00,450.00,low_light
199014,0.03,22.90,48.60,60.00,450.00,low_light
200015,0.03,22.90,48.60,60.00,450.00,low_light
201022,0.00,22.90,48.60,60.00,450.00,low_light
202023,0.05,22.90,48.60,60.00,450.00,low_light
203030,0.00,22.90,48.60,60.00,450.00,low_light
204031,0.05,22.90,48.60,60.00,450.00,low_light
205038,0.04,22.90,48.60,60.00,450.00,low_light
206039,0.05,22.90,48.60,60.00,450.00,low_light
207046,0.03,23.00,48.70,60.00,450.00,low_light
208047,0.04,23.00,48.70,60.00,450.00,low_light
209054,0.07,23.00,48.60,60.00,450.00,low_light
210055,0.06,23.00,48.60,60.00,450.00,low_light
211062,0.07,23.00,48.70,60.00,450.00,low_light
212063,0.05,23.00,48.70,60.00,450.00,low_light
213070,0.06,23.00,48.70,60.00,450.00,low_light
214071,0.02,23.00,48.70,60.00,450.00,low_light
215078,0.04,23.00,48.60,60.00,450.00,low_light
216079,0.03,23.00,48.60,60.00,450.00,low_light
217086,0.00,23.00,48.60,60.00,450.00,low_light
218087,0.06,23.00,48.60,60.00,450.00,low_light
219094,0.07,22.90,48.50,60.00,450.00,low_light
220095,0.06,22.90,48.50,60.00,450.00,low_light
221102,0.03,23.00,48.50,60.00,450.00,low_light
222103,0.09,23.00,48.50,60.00,450.00,low_light
223110,0.06,23.00,48.50,60.00,450.00,low_light
224111,0.06,23.00,48.50,60.00,450.00,low_light
225118,0.00,22.90,48.50,60.00,450.00,low_light
226119,0.10,22.90,48.50,60.00,450.00,low_light
227126,0.06,23.00,48.50,60.00,450.00,low_light
228127,0.03,23.00,48.50,60.00,450.00,low_light
229134,0.03,23.00,48.50,60.00,450.00,low_light
230135,0.08,23.00,48.50,60.00,450.00,low_light
231142,0.04,23.00,48.40,60.00,450.00,low_light
232143,0.03,23.00,48.40,60.00,450.00,low_light
233150,0.03,23.00,48.40,60.00,450.00,low_light
234151,0.04,23.00,48.40,60.00,450.00,low_light
235158,0.08,23.00,48.40,60.00,450.00,low_light
236159,0.07,23.00,48.40,60.00,450.00,low_light
237166,0.06,23.00,48.40,60.00,450.00,low_light
238167,0.03,23.00,48.40,60.00,450.00,low_light
239174,0.06,23.00,48.40,60.00,450.00,low_light
240175,0.06,23.00,48.40,60.00,450.00,low_light
241182,0.05,23.00,48.40,60.00,450.00,low_light
242183,0.03,23.00,48.40,60.00,450.00,low_light
243190,0.01,23.00,48.40,60.00,450.00,low_light
244191,0.03,23.00,48.40,60.00,450.00,low_light
245198,0.10,23.00,48.30,60.00,450.00,low_light
246199,0.06,23.00,48.30,60.00,450.00,low_light
247206,0.06,23.00,48.50,60.00,450.00,low_light
248207,0.06,23.00,48.50,60.00,450.00,low_light
249214,0.03,23.00,48.70,60.00,450.00,low_light
250215,0.09,23.00,48.70,60.00,450.00,low_light
251222,0.04,23.00,48.60,60.00,450.00,low_light
252223,0.03,23.00,48.60,60.00,450.00,low_light
