millis,ldr_voltage,temp,hum,tvoc,eco2,prob0,prob1,prob2,AI_latency_us
3291527,0.00,22.20,49.40,60.00,450.00,43,30,27,800
3292528,0.00,22.20,49.40,60.00,450.00,43,30,27,814
3293536,0.00,22.20,49.40,60.00,450.00,43,30,27,797
3294537,0.00,22.20,49.40,60.00,450.00,43,30,27,800
3295545,0.00,22.20,49.40,60.00,450.00,43,30,27,840
3296546,0.00,22.20,49.40,60.00,450.00,43,30,27,799
3297554,0.00,22.20,49.30,60.00,450.00,43,30,27,805
3298554,0.00,22.20,49.30,60.00,450.00,43,30,27,800
3299562,0.00,22.20,49.30,60.00,450.00,43,30,27,829
3300563,0.00,22.20,49.30,60.00,450.00,43,30,27,823
3301571,0.00,22.20,50.00,60.00,450.00,43,30,27,823
3302571,0.00,22.20,50.00,60.00,450.00,43,30,27,807
3303579,0.00,22.20,50.40,60.00,450.00,43,30,27,836
3304580,0.00,22.20,50.40,60.00,450.00,43,30,27,822
3305588,0.00,22.20,50.50,60.00,450.00,43,30,27,838
3306588,0.00,22.20,50.50,60.00,450.00,43,30,27,799
3307596,0.00,22.20,50.40,60.00,450.00,43,30,27,824
3308597,0.00,22.20,50.40,60.00,450.00,43,30,27,799
3309605,0.00,22.20,50.30,60.00,450.00,43,30,27,834
3310606,0.00,22.20,50.30,60.00,450.00,43,30,27,775
3311614,0.00,22.20,50.20,60.00,450.00,43,30,27,839
3312615,0.00,22.20,50.20,60.00,450.00,43,30,27,814
3313623,0.00,22.20,50.00,60.00,450.00,43,30,27,818
3314623,0.00,22.20,50.00,60.00,450.00,43,30,27,817
3315631,0.00,22.20,50.00,60.00,450.00,43,30,27,837
3316632,0.00,22.20,50.00,60.00,450.00,43,30,27,816
3317640,0.00,22.20,49.90,60.00,450.00,43,30,27,822
3318640,0.00,22.20,49.90,60.00,450.00,43,30,27,796
3319648,0.00,22.20,49.80,60.00,450.00,43,30,27,823
3320648,0.00,22.20,49.80,60.00,450.00,43,30,27,811
3321656,0.00,22.20,49.70,60.00,450.00,43,30,27,843
3322656,0.00,22.20,49.70,60.00,450.00,43,30,27,811
3323663,0.00,22.20,49.70,60.00,450.00,43,30,27,832
3324664,0.00,22.20,49.70,60.00,450.00,43,30,27,824
3325671,0.00,22.20,49.70,60.00,450.00,43,30,27,828
3326672,0.00,22.20,49.70,60.00,450.00,43,30,27,819
3327679,0.00,22.20,49.70,60.00,450.00,43,30,27,837
3328680,0.00,22.20,49.70,60.00,450.00,43,30,27,804
3329687,0.00,22.20,49.70,60.00,450.00,43,30,27,808
3330688,0.00,22.20,49.70,60.00,450.00,43,30,27,770
3331695,0.00,22.20,49.70,60.00,450.00,43,30,27,805
3332696,0.00,22.20,49.70,60.00,450.00,43,30,27,795
3333704,0.00,22.20,49.60,60.00,450.00,43,30,27,796
3334704,0.00,22.20,49.60,60.00,450.00,43,30,27,794
3335711,0.00,22.30,49.60,60.00,450.00,43,30,27,807
3336712,0.00,22.30,49.60,60.00,450.00,43,30,27,793
3337720,0.00,22.20,49.50,60.00,450.00,43,30,27,842
3338721,0.00,22.20,49.50,60.00,450.00,43,30,27,814
3339728,0.00,22.30,49.60,60.00,450.00,43,30,27,818
3340729,0.02,22.30,49.60,60.00,450.00,43,30,27,823
3341737,0.00,22.30,49.50,60.00,450.00,43,30,27,803
3342738,0.00,22.30,49.50,60.00,450.00,43,30,27,823
3343745,0.00,22.30,49.60,60.00,450.00,43,30,27,824
3344746,0.00,22.30,49.60,60.00,450.00,43,30,27,814
3345754,0.00,22.30,49.50,60.00,450.00,43,30,27,825
3346755,0.00,22.30,49.50,60.00,450.00,43,30,27,816
3347763,0.00,22.20,49.60,60.00,450.00,43,30,27,834
3348765,0.00,22.20,49.60,60.00,450.00,43,30,27,835
3349771,0.00,22.30,49.60,60.00,450.00,43,30,27,796
3350772,0.00,22.30,49.60,60.00,450.00,43,30,27,802
3351780,0.00,22.30,49.50,60.00,450.00,43,30,27,821
3352781,0.00,22.30,49.50,60.00,450.00,43,30,27,793
3353789,0.00,22.30,49.50,60.00,450.00,43,30,27,831
3354791,0.00,22.30,49.50,60.00,450.00,43,30,27,836
3355798,0.00,22.30,49.50,60.00,450.00,43,30,27,814
3356799,0.00,22.30,49.50,60.00,450.00,43,30,27,809
3357807,0.00,22.30,49.50,60.00,450.00,43,30,27,782
3358808,0.00,22.30,49.50,60.00,450.00,43,30,27,822
3359816,0.00,22.30,49.50,60.00,450.00,43,30,27,816
3360817,0.00,22.30,49.50,60.00,450.00,43,30,27,827
3361825,0.00,22.30,49.40,60.00,450.00,43,30,27,801
3362826,0.00,22.30,49.40,60.00,450.00,43,30,27,814
3363834,0.00,22.30,49.30,60.00,450.00,43,30,27,817
3364836,0.00,22.30,49.30,60.00,450.00,43,30,27,835
3365843,0.00,22.30,49.30,60.00,450.00,43,30,27,821
3366845,0.00,22.30,49.30,60.00,450.00,43,30,27,839
3367852,0.00,22.30,49.30,60.00,450.00,43,30,27,821
3368854,0.00,22.30,49.30,60.00,450.00,43,30,27,839
3369861,0.00,22.30,49.40,60.00,450.00,43,30,27,830
3370862,0.00,22.30,49.40,60.00,450.00,43,30,27,802
3371870,0.00,22.30,49.40,60.00,450.00,43,30,27,835
3372871,0.00,22.30,49.40,60.00,450.00,43,30,27,788
3373879,0.00,22.30,49.40,60.00,450.00,43,30,27,804
3374880,0.00,22.30,49.40,60.00,450.00,43,30,27,826
3375888,0.00,22.30,49.40,60.00,450.00,43,30,27,773
3376889,0.00,22.30,49.40,60.00,450.00,43,30,27,821
3377897,0.00,22.30,49.40,60.00,450.00,43,30,27,816
3378898,0.00,22.30,49.40,60.00,450.00,43,30,27,819
3379906,0.00,22.30,49.50,60.00,450.00,43,30,27,814
3380908,0.00,22.30,49.50,60.00,450.00,43,30,27,840
3381915,0.00,22.30,49.40,60.00,450.00,43,30,27,788
3382917,0.00,22.30,49.40,60.00,450.00,43,30,27,832
3383924,0.00,22.30,49.50,60.00,450.00,43,30,27,786
3384926,0.00,22.30,49.50,60.00,450.00,43,30,27,838
3385933,0.00,22.30,49.50,60.00,450.00,43,30,27,810
3386935,0.00,22.30,49.50,60.00,450.00,43,30,27,838
3387941,0.00,22.30,49.60,60.00,450.00,43,30,27,837
3388943,0.00,22.30,49.60,60.00,450.00,43,30,27,835
3389949,0.00,22.30,49.60,60.00,450.00,43,30,27,832
3390951,0.00,22.30,49.60,60.00,450.00,43,30,27,828
3391957,0.00,22.30,49.60,60.00,450.00,43,30,27,774
3392958,0.00,22.30,49.60,60.00,450.00,43,30,27,790
3393966,0.00,22.30,49.70,60.00,450.00,43,30,27,768
3394967,0.00,22.30,49.70,60.00,450.00,43,30,27,832
3395973,0.00,22.30,49.60,60.00,450.00,43,30,27,830
3396975,0.00,22.30,49.60,60.00,450.00,43,30,27,841
3397982,0.00,22.30,49.70,60.00,450.00,43,30,27,835
3398983,0.00,22.30,49.70,60.00,450.00,43,30,27,820
3399990,0.00,22.30,49.60,60.00,450.00,43,30,27,816
3400992,0.00,22.30,49.60,60.00,450.00,43,30,27,835
3401999,0.00,22.30,49.70,60.00,450.00,43,30,27,809
3402999,0.00,22.30,49.70,60.00,450.00,43,30,27,825
3404007,0.00,22.30,49.70,60.00,450.00,43,30,27,833
3405009,0.00,22.30,49.70,60.00,450.00,43,30,27,845
3406015,0.00,22.30,49.60,60.00,450.00,43,30,27,814
3407017,0.00,22.30,49.60,60.00,450.00,43,30,27,837
3408023,0.00,22.30,49.60,60.00,450.00,43,30,27,828
3409025,0.00,22.30,49.60,60.00,450.00,43,30,27,841
3410031,0.00,22.30,49.60,60.00,450.00,43,30,27,830
3411033,0.00,22.30,49.60,60.00,450.00,43,30,27,843
3412039,0.00,22.30,49.60,60.00,450.00,43,30,27,786
3413040,0.00,22.30,49.60,60.00,450.00,43,30,27,790
3414048,0.00,22.30,49.70,60.00,450.00,43,30,27,790
3415048,0.00,22.30,49.70,60.00,450.00,43,30,27,824
3416056,0.00,22.30,49.70,60.00,450.00,43,30,27,811
3417057,0.00,22.30,49.70,60.00,450.00,43,30,27,839
3418064,0.00,22.30,49.70,60.00,450.00,43,30,27,826
3419064,0.00,22.30,49.70,60.00,450.00,43,30,27,800
3420071,0.00,22.30,49.60,60.00,450.00,43,30,27,801
3421073,0.00,22.30,49.60,60.00,450.00,43,30,27,834
3422079,0.00,22.30,49.60,60.00,450.00,43,30,27,815
3423081,0.00,22.30,49.60,60.00,450.00,43,30,27,844
3424087,0.00,22.30,49.60,60.00,450.00,43,30,27,834
3425088,0.00,22.30,49.60,60.00,450.00,43,30,27,822
3426096,0.00,22.30,49.80,60.00,450.00,43,30,27,828
3427097,0.00,22.30,49.80,60.00,450.00,43,30,27,837
3428104,0.00,22.30,49.90,60.00,450.00,43,30,27,835
3429106,0.00,22.30,49.90,60.00,450.00,43,30,27,838
3430113,0.00,22.30,50.00,60.00,450.00,43,30,27,829
3431114,0.00,22.30,50.00,60.00,450.00,43,30,27,840
3432121,0.00,22.30,50.00,60.00,450.00,43,30,27,825
3433121,0.00,22.30,50.00,60.00,450.00,43,30,27,774
3434129,0.00,22.30,50.00,60.00,450.00,43,30,27,799
3435129,0.00,22.30,50.00,60.00,450.00,43,30,27,809
3436137,0.00,22.30,50.00,60.00,450.00,43,30,27,798
3437138,0.00,22.30,50.00,60.00,450.00,43,30,27,831
3438145,0.00,22.30,50.00,60.00,450.00,43,30,27,829
3439146,0.00,22.30,50.00,60.00,450.00,43,30,27,776
3440154,0.00,22.30,49.90,60.00,450.00,43,30,27,818
3441155,0.00,22.30,49.90,60.00,450.00,43,30,27,811
3442163,0.00,22.30,50.00,60.00,450.00,43,30,27,805
3443164,0.00,22.30,50.00,60.00,450.00,43,30,27,827
3444171,0.00,22.30,49.90,60.00,450.00,43,30,27,809
3445172,0.00,22.30,49.90,60.00,450.00,43,30,27,816
3446180,0.00,22.30,49.90,60.00,450.00,43,30,27,824
3447182,0.00,22.30,49.90,60.00,450.00,43,30,27,831
3448189,0.00,22.30,49.90,60.00,450.00,43,30,27,837
3449190,0.00,22.30,49.90,60.00,450.00,43,30,27,822
3450198,0.00,22.30,49.90,60.00,450.00,43,30,27,814
3451200,0.00,22.30,49.90,60.00,450.00,43,30,27,832
3452207,0.00,22.30,49.90,60.00,450.00,43,30,27,815
3453208,0.00,22.30,49.90,60.00,450.00,43,30,27,792
3454216,0.00,22.30,49.80,60.00,450.00,43,30,27,822
3455216,0.00,22.30,49.80,60.00,450.00,43,30,27,803
3456224,0.00,22.30,49.80,60.00,450.00,43,30,27,785
3457225,0.00,22.30,49.80,60.00,450.00,43,30,27,831
3458232,0.00,22.30,49.80,60.00,450.00,43,30,27,807
3459232,0.00,22.30,49.80,60.00,450.00,43,30,27,802
3460240,0.00,22.30,49.80,60.00,450.00,43,30,27,834
3461241,0.00,22.30,49.80,60.00,450.00,43,30,27,813
3462249,0.00,22.30,49.70,60.00,450.00,43,30,27,791
3463249,0.00,22.30,49.70,60.00,450.00,43,30,27,820
3464257,0.00,22.30,49.70,60.00,450.00,43,30,27,819
3465257,0.00,22.30,49.70,60.00,450.00,43,30,27,827
3466265,0.00,22.30,49.70,60.00,450.00,43,30,27,831
3467266,0.00,22.30,49.70,60.00,450.00,43,30,27,842
3468273,0.00,22.30,49.70,60.00,450.00,43,30,27,834
3469274,0.00,22.30,49.70,60.00,450.00,43,30,27,818
3470282,0.00,22.30,49.70,60.00,450.00,43,30,27,824
3471282,0.00,22.30,49.70,60.00,450.00,43,30,27,827
3472290,0.00,22.30,49.70,60.00,450.00,43,30,27,837
3473290,0.00,22.30,49.70,60.00,450.00,43,30,27,801
3474297,0.00,22.30,49.60,60.00,450.00,43,30,27,768
3475298,0.00,22.30,49.60,60.00,450.00,43,30,27,784
3476305,0.00,22.30,49.60,60.00,450.00,43,30,27,824
3477306,0.00,22.30,49.60,60.00,450.00,43,30,27,826
3478313,0.00,22.30,49.60,60.00,450.00,43,30,27,836
3479315,0.00,22.30,49.60,60.00,450.00,43,30,27,828
3480321,0.00,22.30,49.60,60.00,450.00,43,30,27,807
3481322,0.00,22.30,49.60,60.00,450.00,43,30,27,801
3482329,0.00,22.30,49.60,60.00,450.00,43,30,27,826
3483331,0.00,22.30,49.60,60.00,450.00,43,30,27,828
3484337,0.00,22.30,49.60,60.00,450.00,43,30,27,826
3485339,0.00,22.30,49.60,60.00,450.00,43,30,27,827
3486345,0.02,22.30,49.60,60.00,450.00,43,30,27,815
3487346,0.00,22.30,49.60,60.00,450.00,43,30,27,808
3488353,0.00,22.30,49.60,60.00,450.00,43,30,27,816
3489355,0.00,22.30,49.60,60.00,450.00,43,30,27,833
3490362,0.00,22.30,49.50,60.00,450.00,43,30,27,822
3491364,0.00,22.30,49.50,60.00,450.00,43,30,27,829
3492371,0.00,22.30,49.50,60.00,450.00,43,30,27,827
3493372,0.00,22.30,49.50,60.00,450.00,43,30,27,825
3494380,0.00,22.30,49.50,60.00,450.00,43,30,27,827
3495381,0.00,22.30,49.50,60.00,450.00,43,30,27,786
3496389,0.00,22.30,49.40,60.00,450.00,43,30,27,833
3497390,0.00,22.30,49.40,60.00,450.00,43,30,27,825
3498398,0.00,22.30,49.40,60.00,450.00,43,30,27,775
3499399,0.00,22.30,49.40,60.00,450.00,43,30,27,799
3500407,0.00,22.30,49.40,60.00,450.00,43,30,27,797
3501408,0.00,22.30,49.40,60.00,450.00,43,30,27,812
3502416,0.00,22.30,49.50,60.00,450.00,43,30,27,805
3503418,0.00,22.30,49.50,60.00,450.00,43,30,27,833
3504424,0.00,22.30,49.60,60.00,450.00,43,30,27,838
3505426,0.00,22.30,49.60,60.00,450.00,43,30,27,831
3506432,0.00,22.30,49.60,60.00,450.00,43,30,27,829
3507434,0.00,22.30,49.60,60.00,450.00,43,30,27,827
3508441,0.00,22.30,49.70,60.00,450.00,43,30,27,836
3509442,0.00,22.30,49.70,60.00,450.00,43,30,27,815
3510450,0.00,22.30,49.70,60.00,450.00,43,30,27,833
3511452,0.00,22.30,49.70,60.00,450.00,43,30,27,829
3512459,0.00,22.30,49.70,60.00,450.00,43,30,27,828
3513460,0.00,22.30,49.70,60.00,450.00,43,30,27,830
3514467,0.00,22.30,49.70,60.00,450.00,43,30,27,822
3515467,0.00,22.30,49.70,60.00,450.00,43,30,27,776
3516475,0.00,22.30,49.70,60.00,450.00,43,30,27,779
3517475,0.00,22.30,49.70,60.00,450.00,43,30,27,814
3518483,0.00,22.30,49.70,60.00,450.00,43,30,27,793
3519484,0.00,22.30,49.70,60.00,450.00,43,30,27,830
3520490,0.00,22.30,49.60,60.00,450.00,43,30,27,823
3521491,0.00,22.30,49.60,60.00,450.00,43,30,27,804
3522498,0.00,22.30,49.60,60.00,450.00,43,30,27,802
3523499,0.00,22.30,49.60,60.00,450.00,43,30,27,823
3524506,0.00,22.30,49.60,60.00,450.00,43,30,27,812
3525507,0.00,22.30,49.60,60.00,450.00,43,30,27,820
3526515,0.00,22.30,49.50,60.00,450.00,43,30,27,805
3527516,0.00,22.30,49.50,60.00,450.00,43,30,27,813
3528524,0.00,22.30,49.50,60.00,450.00,43,30,27,798
3529525,0.00,22.30,49.50,60.00,450.00,43,30,27,822
3530533,0.00,22.30,49.50,60.00,450.00,43,30,27,816
3531535,0.00,22.30,49.50,60.00,450.00,43,30,27,828
3532542,0.00,22.30,49.50,60.00,450.00,43,30,27,834
3533544,0.00,22.30,49.50,60.00,450.00,43,30,27,830
3534551,0.00,22.30,49.50,60.00,450.00,43,30,27,827
3535552,0.00,22.30,49.50,60.00,450.00,43,30,27,784
3536560,0.00,22.30,49.50,60.00,450.00,43,30,27,840
3537561,0.00,22.30,49.50,60.00,450.00,43,30,27,785
3538569,0.00,22.30,49.50,60.00,450.00,43,30,27,834
3539570,0.00,22.30,49.50,60.00,450.00,43,30,27,816
3540577,0.00,22.40,49.60,60.00,450.00,43,30,27,803
3541578,0.00,22.40,49.60,60.00,450.00,43,30,27,809
3542585,0.00,22.40,49.60,60.00,450.00,43,30,27,820
3543586,0.00,22.40,49.60,60.00,450.00,43,30,27,824
3544593,0.00,22.40,49.60,60.00,450.00,43,30,27,829
3545594,0.00,22.40,49.60,60.00,450.00,43,30,27,815
3546602,0.00,22.30,49.50,60.00,450.00,43,30,27,808
3547604,0.00,22.30,49.50,60.00,450.00,43,30,27,827
3548610,0.00,22.40,49.50,60.00,450.00,43,30,27,834
3549611,0.00,22.40,49.50,60.00,450.00,43,30,27,826
3550619,0.00,22.30,49.50,60.00,450.00,43,30,27,826
3551620,0.00,22.30,49.50,60.00,450.00,43,30,27,802
3552627,0.00,22.40,49.60,60.00,450.00,43,30,27,775
3553628,0.00,22.40,49.60,60.00,450.00,43,30,27,820
3554635,0.00,22.40,49.60,60.00,450.00,43,30,27,792
3555636,0.00,22.40,49.60,60.00,450.00,43,30,27,792
3556643,0.00,22.40,49.60,60.00,450.00,43,30,27,830
3557644,0.00,22.40,49.60,60.00,450.00,43,30,27,803
3558651,0.00,22.40,49.60,60.00,450.00,43,30,27,808
3559653,0.00,22.40,49.60,60.00,450.00,43,30,27,827
3560659,0.00,22.40,49.60,60.00,450.00,43,30,27,812
3561660,0.00,22.40,49.60,60.00,450.00,43,30,27,820
3562667,0.00,22.40,49.50,60.00,450.00,43,30,27,801
3563668,0.00,22.40,49.50,60.00,450.00,43,30,27,805
3564675,0.00,22.40,49.70,60.00,450.00,43,30,27,813
3565676,0.00,22.40,49.70,60.00,450.00,43,30,27,827
3566683,0.00,22.40,49.80,60.00,450.00,43,30,27,836
3567685,0.00,22.40,49.80,60.00,450.00,43,30,27,829
3568691,0.00,22.40,49.90,60.00,450.00,43,30,27,846
3569693,0.00,22.40,49.90,60.00,450.00,43,30,27,831
3570699,0.00,22.40,50.00,60.00,450.00,43,30,27,829
3571700,0.00,22.40,50.00,60.00,450.00,43,30,27,825
3572707,0.00,22.40,50.00,60.00,450.00,43,30,27,834
3573709,0.00,22.40,50.00,60.00,450.00,43,30,27,835
3574715,0.00,22.40,49.80,60.00,450.00,43,30,27,818
3575716,0.00,22.40,49.80,60.00,450.00,43,30,27,814
3576723,0.00,22.40,49.80,60.00,450.00,43,30,27,791
3577724,0.00,22.40,49.80,60.00,450.00,43,30,27,781
3578731,0.00,22.40,49.70,60.00,450.00,43,30,27,831
3579732,0.00,22.40,49.70,60.00,450.00,43,30,27,823
3580739,0.00,22.40,49.70,60.00,450.00,43,30,27,817
3581740,0.00,22.40,49.70,60.00,450.00,43,30,27,821
3582747,0.00,22.40,49.70,60.00,450.00,43,30,27,818
3583748,0.00,22.40,49.70,60.00,450.00,43,30,27,815
3584755,0.00,22.40,49.60,60.00,450.00,43,30,27,831
3585756,0.00,22.40,49.60,60.00,450.00,43,30,27,824
3586763,0.00,22.40,49.50,60.00,450.00,43,30,27,825
3587764,0.00,22.40,49.50,60.00,450.00,43,30,27,821
3588772,0.00,22.50,49.50,60.00,450.00,43,30,27,830
3589772,0.00,22.50,49.50,60.00,450.00,43,30,27,824
3590779,0.00,22.50,49.60,60.00,450.00,43,30,27,815
3591781,0.00,22.50,49.60,60.00,450.00,43,30,27,835
3592787,0.00,22.50,49.60,60.00,450.00,43,30,27,821
3593789,0.00,22.50,49.60,60.00,450.00,43,30,27,834
3594795,0.00,22.40,49.50,60.00,450.00,43,30,27,842
3595796,0.00,22.40,49.50,60.00,450.00,43,30,27,824
3596803,0.00,22.40,49.50,60.00,450.00,43,30,27,785
3597804,0.00,22.40,49.50,60.00,450.00,43,30,27,774
3598811,0.00,22.50,49.40,60.00,450.00,43,30,27,828
3599812,0.00,22.50,49.40,60.00,450.00,43,30,27,820
3600819,0.00,22.50,49.40,60.00,450.00,43,30,27,830
3601820,0.00,22.50,49.40,60.00,450.00,43,30,27,824
3602827,0.00,22.50,49.40,60.00,450.00,43,30,27,815
3603828,0.00,22.50,49.40,60.00,450.00,43,30,27,817
3604835,0.00,22.40,49.30,60.00,450.00,43,30,27,815
3605837,0.00,22.40,49.30,60.00,450.00,43,30,27,830
3606844,0.01,22.50,49.30,60.00,450.00,43,30,27,814
3607844,0.00,22.50,49.30,60.00,450.00,43,30,27,797
3608852,0.00,22.50,49.30,60.00,450.00,43,30,27,831
3609852,0.00,22.50,49.30,60.00,450.00,43,30,27,825
3610860,0.00,22.50,49.30,60.00,450.00,43,30,27,816
3611860,0.00,22.50,49.30,60.00,450.00,43,30,27,825
3612868,0.00,22.50,49.30,60.00,450.00,43,30,27,805
3613868,0.00,22.50,49.30,60.00,450.00,43,30,27,824
3614876,0.00,22.50,49.30,60.00,450.00,43,30,27,823
3615876,0.00,22.50,49.30,60.00,450.00,43,30,27,810
3616884,0.00,22.50,49.30,60.00,450.00,43,30,27,832
3617884,0.00,22.50,49.30,60.00,450.00,43,30,27,769
3618892,0.00,22.50,49.30,60.00,450.00,43,30,27,797
3619892,0.00,22.50,49.30,60.00,450.00,43,30,27,810
3620900,0.00,22.50,49.30,60.00,450.00,43,30,27,788
3621900,0.00,22.50,49.30,60.00,450.00,43,30,27,822
3622908,0.03,22.50,49.30,60.00,450.00,43,30,27,817
3623908,0.00,22.50,49.30,60.00,450.00,43,30,27,787
3624915,0.00,22.40,49.30,60.00,450.00,43,30,27,824
3625916,0.00,22.40,49.30,60.00,450.00,43,30,27,811
3626924,0.00,22.50,49.30,60.00,450.00,43,30,27,815
3627924,0.00,22.50,49.30,60.00,450.00,43,30,27,815
3628932,0.00,22.50,49.50,60.00,450.00,43,30,27,813
3629932,0.00,22.50,49.50,60.00,450.00,43,30,27,815
3630939,0.00,22.50,49.70,60.00,450.00,43,30,27,835
3631940,0.00,22.50,49.70,60.00,450.00,43,30,27,827
3632948,0.00,22.50,49.90,60.00,450.00,43,30,27,827
3633948,0.00,22.50,49.90,60.00,450.00,43,30,27,824
3634955,0.00,22.50,50.00,60.00,450.00,43,30,27,834
3635956,0.00,22.50,50.00,60.00,450.00,43,30,27,818
3636963,0.00,22.50,50.00,60.00,450.00,43,30,27,796
3637964,0.00,22.50,50.00,60.00,450.00,43,30,27,768
3638971,0.00,22.50,50.00,60.00,450.00,43,30,27,795
3639972,0.00,22.50,50.00,60.00,450.00,43,30,27,797
3640979,0.00,22.50,50.00,60.00,450.00,43,30,27,833
3641980,0.00,22.50,50.00,60.00,450.00,43,30,27,824
3642988,0.00,22.50,49.90,60.00,450.00,43,30,27,822
3643988,0.00,22.50,49.90,60.00,450.00,43,30,27,803
3644996,0.00,22.50,49.90,60.00,450.00,43,30,27,805
3645996,0.00,22.50,49.90,60.00,450.00,43,30,27,803
3647003,0.00,22.50,49.80,60.00,450.00,43,30,27,823
3648005,0.00,22.50,49.80,60.00,450.00,43,30,27,835
3649011,0.00,22.50,49.70,60.00,450.00,43,30,27,839
3650013,0.00,22.50,49.70,60.00,450.00,43,30,27,829
3651019,0.00,22.50,49.70,60.00,450.00,43,30,27,810
3652020,0.00,22.50,49.70,60.00,450.00,43,30,27,815
3653027,0.00,22.50,49.60,60.00,450.00,43,30,27,838
3654028,0.00,22.50,49.60,60.00,450.00,43,30,27,818
3655035,0.00,22.50,49.60,60.00,450.00,43,30,27,830
3656037,0.00,22.50,49.60,60.00,450.00,43,30,27,836
3657044,0.00,22.50,49.50,60.00,450.00,43,30,27,838
3658044,0.00,22.50,49.50,60.00,450.00,43,30,27,774
3659051,0.00,22.50,49.50,60.00,450.00,43,30,27,784
3660052,0.00,22.50,49.50,60.00,450.00,43,30,27,800
3661059,0.00,22.50,49.40,60.00,450.00,43,30,27,839
3662060,0.00,22.50,49.40,60.00,450.00,43,30,27,827
3663067,0.00,22.50,49.40,60.00,450.00,43,30,27,787
3664068,0.00,22.50,49.40,60.00,450.00,43,30,27,806
3665075,0.00,22.50,49.40,60.00,450.00,43,30,27,829
3666076,0.01,22.50,49.40,60.00,450.00,43,30,27,813
3667083,0.00,22.50,49.40,60.00,450.00,43,30,27,817
3668085,0.00,22.50,49.40,60.00,450.00,43,30,27,837
3669091,0.00,22.50,49.40,60.00,450.00,43,30,27,837
3670093,0.00,22.50,49.40,60.00,450.00,43,30,27,838
3671099,0.00,22.50,49.40,60.00,450.00,43,30,27,837
3672101,0.00,22.50,49.40,60.00,450.00,43,30,27,840
3673107,0.00,22.50,49.40,60.00,450.00,43,30,27,803
3674108,0.00,22.50,49.40,60.00,450.00,43,30,27,826
3675116,0.00,22.50,49.50,60.00,450.00,43,30,27,831
3676116,0.00,22.50,49.50,60.00,450.00,43,30,27,827
3677124,0.00,22.50,49.50,60.00,450.00,43,30,27,832
3678124,0.00,22.50,49.50,60.00,450.00,43,30,27,815
3679131,0.00,22.50,49.50,60.00,450.00,43,30,27,771
3680132,0.00,22.50,49.50,60.00,450.00,43,30,27,794
3681140,0.00,22.50,49.50,60.00,450.00,43,30,27,802
3682141,0.00,22.50,49.50,60.00,450.00,43,30,27,835
3683148,0.00,22.50,49.50,60.00,450.00,43,30,27,817
3684148,0.00,22.50,49.50,60.00,450.00,43,30,27,824
3685156,0.00,22.50,49.50,60.00,450.00,43,30,27,813
3686156,0.00,22.50,49.50,60.00,450.00,43,30,27,818
3687164,0.00,22.50,49.50,60.00,450.00,43,30,27,819
3688165,0.00,22.50,49.50,60.00,450.00,43,30,27,844
3689172,0.00,22.50,49.50,60.00,450.00,43,30,27,830
3690173,0.00,22.50,49.50,60.00,450.00,43,30,27,833
3691179,0.00,22.40,49.50,60.00,450.00,43,30,27,834
3692181,0.00,22.40,49.50,60.00,450.00,43,30,27,855
3693188,0.00,22.50,49.50,60.00,450.00,43,30,27,833
3694189,0.00,22.50,49.50,60.00,450.00,43,30,27,839
3695195,0.00,22.50,49.40,60.00,450.00,43,30,27,835
3696197,0.01,22.50,49.40,60.00,450.00,43,30,27,843
3697203,0.00,22.50,49.40,60.00,450.00,43,30,27,770
3698204,0.00,22.50,49.40,60.00,450.00,43,30,27,805
3699211,0.00,22.50,49.40,60.00,450.00,43,30,27,785
3700212,0.00,22.50,49.40,60.00,450.00,43,30,27,796
3701219,0.00,22.50,49.40,60.00,450.00,43,30,27,822
3702221,0.00,22.50,49.40,60.00,450.00,43,30,27,837
3703227,0.00,22.50,49.40,60.00,450.00,43,30,27,777
3704228,0.00,22.50,49.40,60.00,450.00,43,30,27,826
3705236,0.00,22.50,49.30,60.00,450.00,43,30,27,811
3706237,0.00,22.50,49.30,60.00,450.00,43,30,27,830
3707244,0.00,22.50,49.30,60.00,450.00,43,30,27,804
3708245,0.00,22.50,49.30,60.00,450.00,43,30,27,840
3709252,0.00,22.50,49.30,60.00,450.00,43,30,27,822
3710253,0.00,22.50,49.30,60.00,450.00,43,30,27,841
3711260,0.00,22.50,49.30,60.00,450.00,43,30,27,825
3712260,0.00,22.50,49.30,60.00,450.00,43,30,27,823
3713267,0.00,22.50,49.20,60.00,450.00,43,30,27,823
3714269,0.00,22.50,49.20,60.00,450.00,43,30,27,844
3715275,0.00,22.50,49.20,60.00,450.00,43,30,27,820
3716277,0.00,22.50,49.20,60.00,450.00,43,30,27,840
3717283,0.00,22.50,49.20,60.00,450.00,43,30,27,835
3718284,0.00,22.50,49.20,60.00,450.00,43,30,27,825
3719291,0.00,22.50,49.20,60.00,450.00,43,30,27,776
3720292,0.00,22.50,49.20,60.00,450.00,43,30,27,797
3721299,0.00,22.50,49.20,60.00,450.00,43,30,27,803
3722301,0.00,22.50,49.20,60.00,450.00,43,30,27,832
3723308,0.00,22.50,49.30,60.00,450.00,43,30,27,809
3724308,0.00,22.50,49.30,60.00,450.00,43,30,27,817
3725316,0.00,22.50,49.30,60.00,450.00,43,30,27,813
3726316,0.00,22.50,49.30,60.00,450.00,43,30,27,822
3727324,0.00,22.50,49.30,60.00,450.00,43,30,27,792
3728325,0.00,22.50,49.30,60.00,450.00,43,30,27,843
