millis,ldr_voltage,temp,hum,tvoc,eco2,prob0,prob1,prob2,AI_latency_us
1880749,0.00,22.50,49.20,60.00,450.00,43,30,27,835
1881755,0.00,22.50,49.20,60.00,450.00,43,30,27,829
1882756,0.00,22.50,49.20,60.00,450.00,43,30,27,823
1883763,0.00,22.50,49.20,60.00,450.00,43,30,27,834
1884765,0.00,22.50,49.20,60.00,450.00,43,30,27,833
1885771,0.00,22.50,49.20,60.00,450.00,43,30,27,817
1886772,0.00,22.50,49.20,60.00,450.00,43,30,27,827
1887779,0.00,22.50,49.20,60.00,450.00,43,30,27,774
1888780,0.00,22.50,49.20,60.00,450.00,43,30,27,786
1889787,0.00,22.50,49.20,60.00,450.00,43,30,27,806
1890788,0.00,22.50,49.20,60.00,450.00,43,30,27,819
1891795,0.00,22.50,49.20,60.00,450.00,43,30,27,831
1892796,0.00,22.50,49.20,60.00,450.00,43,30,27,810
1893803,0.00,22.50,49.20,60.00,450.00,43,30,27,809
1894804,0.00,22.50,49.20,60.00,450.00,43,30,27,805
1895811,0.00,22.50,49.20,60.00,450.00,43,30,27,818
1896813,0.00,22.50,49.20,60.00,450.00,43,30,27,832
1897819,0.00,22.50,49.20,60.00,450.00,43,30,27,835
1898820,0.00,22.50,49.20,60.00,450.00,43,30,27,824
1899827,0.00,22.50,49.20,60.00,450.00,43,30,27,835
1900828,0.00,22.50,49.20,60.00,450.00,43,30,27,823
1901835,0.00,22.50,49.20,60.00,450.00,43,30,27,816
1902837,0.00,22.50,49.20,60.00,450.00,43,30,27,835
1903843,0.00,22.50,49.20,60.00,450.00,43,30,27,811
1904844,0.00,22.50,49.20,60.00,450.00,43,30,27,809
1905852,0.00,22.50,49.10,60.00,450.00,43,30,27,832
1906852,0.00,22.50,49.10,60.00,450.00,43,30,27,821
1907859,0.00,22.50,49.20,60.00,450.00,43,30,27,794
1908860,0.00,22.50,49.20,60.00,450.00,43,30,27,773
1909867,0.00,22.50,49.20,60.00,450.00,43,30,27,809
1910868,0.00,22.50,49.20,60.00,450.00,43,30,27,813
1911876,0.00,22.50,49.10,60.00,450.00,43,30,27,819
1912876,0.00,22.50,49.10,60.00,450.00,43,30,27,822
1913883,0.00,22.50,49.20,60.00,450.00,43,30,27,812
1914884,0.00,22.50,49.20,60.00,450.00,43,30,27,810
1915892,0.00,22.50,49.10,60.00,450.00,43,30,27,810
1916892,0.00,22.50,49.10,60.00,450.00,43,30,27,824
1917899,0.00,22.50,49.20,60.00,450.00,43,30,27,811
1918901,0.00,22.50,49.20,60.00,450.00,43,30,27,831
1919907,0.00,22.50,49.20,60.00,450.00,43,30,27,811
1920908,0.00,22.50,49.20,60.00,450.00,43,30,27,823
1921915,0.00,22.50,49.20,60.00,450.00,43,30,27,815
1922917,0.00,22.50,49.20,60.00,450.00,43,30,27,828
1923924,0.00,22.50,49.30,60.00,450.00,43,30,27,829
1924924,0.00,22.50,49.30,60.00,450.00,43,30,27,817
1925932,0.00,22.50,49.30,60.00,450.00,43,30,27,814
1926933,0.00,22.50,49.30,60.00,450.00,43,30,27,837
1927940,0.00,22.50,49.30,60.00,450.00,43,30,27,840
1928941,0.00,22.50,49.30,60.00,450.00,43,30,27,775
1929948,0.00,22.50,49.40,60.00,450.00,43,30,27,815
1930949,0.00,22.50,49.40,60.00,450.00,43,30,27,804
1931957,0.00,22.50,49.30,60.00,450.00,43,30,27,798
1932958,0.00,22.50,49.30,60.00,450.00,43,30,27,830
1933965,0.00,22.50,49.30,60.00,450.00,43,30,27,824
1934965,0.00,22.50,49.30,60.00,450.00,43,30,27,800
1935972,0.00,22.50,49.40,60.00,450.00,43,30,27,822
1936973,0.00,22.50,49.40,60.00,450.00,43,30,27,816
1937981,0.00,22.50,49.30,60.00,450.00,43,30,27,803
1938982,0.00,22.50,49.30,60.00,450.00,43,30,27,831
1939988,0.00,22.50,49.40,60.00,450.00,43,30,27,836
1940989,0.00,22.50,49.40,60.00,450.00,43,30,27,815
1941996,0.00,22.50,49.40,60.00,450.00,43,30,27,824
1942997,0.00,22.50,49.40,60.00,450.00,43,30,27,823
1944004,0.00,22.50,49.40,60.00,450.00,43,30,27,836
1945006,0.02,22.50,49.40,60.00,450.00,43,30,27,831
1946012,0.00,22.50,49.40,60.00,450.00,43,30,27,824
1947014,0.00,22.50,49.40,60.00,450.00,43,30,27,847
1948021,0.00,22.50,49.30,60.00,450.00,43,30,27,835
1949022,0.00,22.50,49.30,60.00,450.00,43,30,27,785
1950030,0.00,22.50,49.30,60.00,450.00,43,30,27,821
1951030,0.00,22.50,49.30,60.00,450.00,43,30,27,800
1952038,0.00,22.50,49.30,60.00,450.00,43,30,27,779
1953038,0.00,22.50,49.30,60.00,450.00,43,30,27,823
1954045,0.00,22.50,49.40,60.00,450.00,43,30,27,816
1955047,0.00,22.50,49.40,60.00,450.00,43,30,27,828
1956054,0.00,22.50,49.30,60.00,450.00,43,30,27,829
1957054,0.00,22.50,49.30,60.00,450.00,43,30,27,823
1958062,0.00,22.50,49.30,60.00,450.00,43,30,27,782
1959063,0.00,22.50,49.30,60.00,450.00,43,30,27,838
1960069,0.00,22.50,49.40,60.00,450.00,43,30,27,836
1961071,0.00,22.50,49.40,60.00,450.00,43,30,27,844
1962077,0.00,22.50,49.40,60.00,450.00,43,30,27,827
1963079,0.00,22.50,49.40,60.00,450.00,43,30,27,852
1964085,0.00,22.50,49.40,60.00,450.00,43,30,27,829
1965087,0.00,22.50,49.40,60.00,450.00,43,30,27,839
1966093,0.00,22.50,49.40,60.00,450.00,43,30,27,844
1967095,0.00,22.50,49.40,60.00,450.00,43,30,27,841
1968101,0.00,22.50,49.40,60.00,450.00,43,30,27,792
1969102,0.00,22.50,49.40,60.00,450.00,43,30,27,812
1970109,0.00,22.50,49.40,60.00,450.00,43,30,27,792
1971110,0.00,22.50,49.40,60.00,450.00,43,30,27,790
1972117,0.00,22.50,49.40,60.00,450.00,43,30,27,827
1973119,0.00,22.50,49.40,60.00,450.00,43,30,27,831
1974126,0.00,22.50,49.30,60.00,450.00,43,30,27,808
1975127,0.00,22.50,49.30,60.00,450.00,43,30,27,843
1976134,0.00,22.50,49.30,60.00,450.00,43,30,27,812
1977134,0.00,22.50,49.30,60.00,450.00,43,30,27,811
1978141,0.00,22.50,49.20,60.00,450.00,43,30,27,828
1979143,0.00,22.50,49.20,60.00,450.00,43,30,27,835
1980149,0.00,22.50,49.20,60.00,450.00,43,30,27,814
1981151,0.00,22.50,49.20,60.00,450.00,43,30,27,838
1982158,0.00,22.50,49.10,60.00,450.00,43,30,27,811
1983159,0.00,22.50,49.10,60.00,450.00,43,30,27,838
1984166,0.00,22.50,49.10,60.00,450.00,43,30,27,822
1985167,0.00,22.50,49.10,60.00,450.00,43,30,27,842
1986174,0.00,22.50,49.10,60.00,450.00,43,30,27,840
1987175,0.00,22.50,49.10,60.00,450.00,43,30,27,839
1988182,0.00,22.50,49.10,60.00,450.00,43,30,27,836
1989183,0.00,22.50,49.10,60.00,450.00,43,30,27,833
1990190,0.00,22.50,49.10,60.00,450.00,43,30,27,827
1991190,0.00,22.50,49.10,60.00,450.00,43,30,27,790
1992197,0.00,22.50,49.20,60.00,450.00,43,30,27,811
1993199,0.00,22.50,49.20,60.00,450.00,43,30,27,838
1994205,0.00,22.50,49.20,60.00,450.00,43,30,27,818
1995207,0.00,22.50,49.20,60.00,450.00,43,30,27,837
1996213,0.00,22.50,49.20,60.00,450.00,43,30,27,787
1997214,0.00,22.50,49.20,60.00,450.00,43,30,27,818
1998221,0.00,22.50,49.20,60.00,450.00,43,30,27,809
1999223,0.00,22.50,49.20,60.00,450.00,43,30,27,832
2000229,0.00,22.50,49.20,60.00,450.00,43,30,27,822
2001231,0.00,22.50,49.20,60.00,450.00,43,30,27,844
2002237,0.00,22.50,49.20,60.00,450.00,43,30,27,815
2003238,0.00,22.50,49.20,60.00,450.00,43,30,27,824
2004245,0.00,22.50,49.20,60.00,450.00,43,30,27,816
2005246,0.00,22.50,49.20,60.00,450.00,43,30,27,813
2006254,0.00,22.50,49.30,60.00,450.00,43,30,27,830
2007255,0.00,22.50,49.30,60.00,450.00,43,30,27,833
2008262,0.00,22.50,49.30,60.00,450.00,43,30,27,820
2009263,0.00,22.50,49.30,60.00,450.00,43,30,27,841
2010269,0.00,22.50,49.20,60.00,450.00,43,30,27,812
2011270,0.00,22.50,49.20,60.00,450.00,43,30,27,790
2012278,0.00,22.50,49.30,60.00,450.00,43,30,27,804
2013278,0.00,22.50,49.30,60.00,450.00,43,30,27,811
2014286,0.00,22.50,49.30,60.00,450.00,43,30,27,798
2015287,0.00,22.50,49.30,60.00,450.00,43,30,27,839
2016294,0.00,22.50,49.30,60.00,450.00,43,30,27,842
2017295,0.00,22.50,49.30,60.00,450.00,43,30,27,800
2018303,0.00,22.50,49.30,60.00,450.00,43,30,27,831
2019303,0.00,22.50,49.30,60.00,450.00,43,30,27,811
2020310,0.00,22.50,49.20,60.00,450.00,43,30,27,836
2021311,0.00,22.50,49.20,60.00,450.00,43,30,27,821
2022318,0.00,22.50,49.20,60.00,450.00,43,30,27,837
2023320,0.00,22.50,49.20,60.00,450.00,43,30,27,838
2024327,0.00,22.50,49.30,60.00,450.00,43,30,27,816
2025328,0.00,22.50,49.30,60.00,450.00,43,30,27,840
2026334,0.00,22.50,49.20,60.00,450.00,43,30,27,816
2027336,0.00,22.50,49.20,60.00,450.00,43,30,27,840
2028343,0.00,22.50,49.30,60.00,450.00,43,30,27,813
2029344,0.00,22.50,49.30,60.00,450.00,43,30,27,827
2030350,0.00,22.50,49.20,60.00,450.00,43,30,27,814
2031351,0.00,22.50,49.20,60.00,450.00,43,30,27,807
2032358,0.00,22.50,49.20,60.00,450.00,43,30,27,770
2033359,0.00,22.50,49.20,60.00,450.00,43,30,27,797
2034367,0.00,22.50,49.30,60.00,450.00,43,30,27,780
2035368,0.00,22.50,49.30,60.00,450.00,43,30,27,841
2036375,0.11,22.50,49.30,60.00,450.00,43,30,27,807
2037375,0.00,22.50,49.30,60.00,450.00,43,30,27,801
2038383,0.00,22.50,49.30,60.00,450.00,43,30,27,832
2039383,0.00,22.50,49.30,60.00,450.00,43,30,27,816
2040391,0.00,22.50,49.30,60.00,450.00,43,30,27,811
2041392,0.00,22.50,49.30,60.00,450.00,43,30,27,841
2042399,0.00,22.50,49.30,60.00,450.00,43,30,27,830
2043400,0.00,22.50,49.30,60.00,450.00,43,30,27,841
2044407,0.00,22.50,49.30,60.00,450.00,43,30,27,821
2045408,0.00,22.50,49.30,60.00,450.00,43,30,27,833
2046415,0.00,22.50,49.30,60.00,450.00,43,30,27,826
2047416,0.00,22.50,49.30,60.00,450.00,43,30,27,832
2048423,0.00,22.50,49.30,60.00,450.00,43,30,27,815
2049424,0.00,22.50,49.30,60.00,450.00,43,30,27,832
2050431,0.00,22.50,49.30,60.00,450.00,43,30,27,832
2051431,0.00,22.50,49.30,60.00,450.00,43,30,27,796
2052439,0.00,22.50,49.30,60.00,450.00,43,30,27,829
2053439,0.00,22.50,49.30,60.00,450.00,43,30,27,802
2054447,0.00,22.50,49.30,60.00,450.00,43,30,27,782
2055448,0.00,22.50,49.30,60.00,450.00,43,30,27,835
2056455,0.00,22.50,49.30,60.00,450.00,43,30,27,812
2057456,0.00,22.50,49.30,60.00,450.00,43,30,27,831
2058463,0.00,22.50,49.30,60.00,450.00,43,30,27,822
2059463,0.00,22.50,49.30,60.00,450.00,43,30,27,806
2060471,0.00,22.50,49.30,60.00,450.00,43,30,27,797
2061472,0.00,22.50,49.30,60.00,450.00,43,30,27,833
2062479,0.00,22.50,49.30,60.00,450.00,43,30,27,818
2063480,0.00,22.50,49.30,60.00,450.00,43,30,27,836
2064487,0.00,22.50,49.30,60.00,450.00,43,30,27,821
2065487,0.00,22.50,49.30,60.00,450.00,43,30,27,825
2066495,0.00,22.50,49.30,60.00,450.00,43,30,27,835
2067496,0.00,22.50,49.30,60.00,450.00,43,30,27,827
2068503,0.00,22.50,49.30,60.00,450.00,43,30,27,832
2069504,0.00,22.50,49.30,60.00,450.00,43,30,27,832
2070511,0.00,22.50,49.30,60.00,450.00,43,30,27,817
2071512,0.00,22.50,49.30,60.00,450.00,43,30,27,838
2072519,0.00,22.50,49.30,60.00,450.00,43,30,27,830
2073519,0.00,22.50,49.30,60.00,450.00,43,30,27,787
2074527,0.00,22.50,49.30,60.00,450.00,43,30,27,780
2075527,0.00,22.50,49.30,60.00,450.00,43,30,27,821
2076535,0.00,22.50,49.30,60.00,450.00,43,30,27,807
2077536,0.00,22.50,49.30,60.00,450.00,43,30,27,835
2078543,0.00,22.50,49.30,60.00,450.00,43,30,27,828
2079543,0.00,22.50,49.30,60.00,450.00,43,30,27,812
2080551,0.00,22.50,49.30,60.00,450.00,43,30,27,792
2081552,0.00,22.50,49.30,60.00,450.00,43,30,27,833
2082559,0.00,22.50,49.30,60.00,450.00,43,30,27,810
2083560,0.00,22.50,49.30,60.00,450.00,43,30,27,843
2084566,0.00,22.50,49.20,60.00,450.00,43,30,27,819
2085568,0.00,22.50,49.20,60.00,450.00,43,30,27,839
2086574,0.00,22.50,49.20,60.00,450.00,43,30,27,834
2087576,0.00,22.50,49.20,60.00,450.00,43,30,27,837
2088583,0.00,22.50,49.10,60.00,450.00,43,30,27,812
2089584,0.00,22.50,49.10,60.00,450.00,43,30,27,831
2090591,0.00,22.50,49.10,60.00,450.00,43,30,27,833
2091592,0.00,22.50,49.10,60.00,450.00,43,30,27,830
2092599,0.00,22.50,49.10,60.00,450.00,43,30,27,826
2093599,0.00,22.50,49.10,60.00,450.00,43,30,27,778
2094606,0.00,22.50,49.10,60.00,450.00,43,30,27,781
2095607,0.00,22.50,49.10,60.00,450.00,43,30,27,813
2096614,0.00,22.50,49.20,60.00,450.00,43,30,27,834
2097616,0.00,22.50,49.20,60.00,450.00,43,30,27,836
2098622,0.00,22.40,49.10,60.00,450.00,43,30,27,804
2099623,0.00,22.40,49.10,60.00,450.00,43,30,27,806
2100630,0.00,22.40,49.20,60.00,450.00,43,30,27,826
2101632,0.00,22.40,49.20,60.00,450.00,43,30,27,835
2102638,0.00,22.40,49.20,60.00,450.00,43,30,27,842
2103640,0.00,22.40,49.20,60.00,450.00,43,30,27,832
2104646,0.00,22.50,49.20,60.00,450.00,43,30,27,820
2105648,0.00,22.50,49.20,60.00,450.00,43,30,27,837
2106654,0.00,22.40,49.30,60.00,450.00,43,30,27,816
2107655,0.00,22.40,49.30,60.00,450.00,43,30,27,823
2108662,0.00,22.40,49.20,60.00,450.00,43,30,27,822
2109664,0.00,22.40,49.20,60.00,450.00,43,30,27,838
2110670,0.00,22.40,49.30,60.00,450.00,43,30,27,829
2111672,0.00,22.40,49.30,60.00,450.00,43,30,27,842
2112678,0.00,22.40,49.30,60.00,450.00,43,30,27,810
2113679,0.00,22.40,49.30,60.00,450.00,43,30,27,776
2114687,0.00,22.50,49.30,60.00,450.00,43,30,27,800
2115687,0.00,22.50,49.30,60.00,450.00,43,30,27,809
2116695,0.00,22.50,49.30,60.00,450.00,43,30,27,778
2117696,0.00,22.50,49.30,60.00,450.00,43,30,27,830
2118702,0.00,22.40,49.30,60.00,450.00,43,30,27,791
2119703,0.00,22.40,49.30,60.00,450.00,43,30,27,805
2120710,0.00,22.40,49.30,60.00,450.00,43,30,27,798
2121711,0.00,22.40,49.30,60.00,450.00,43,30,27,811
2122718,0.00,22.40,49.30,60.00,450.00,43,30,27,808
2123720,0.00,22.40,49.30,60.00,450.00,43,30,27,842
2124727,0.00,22.40,49.40,60.00,450.00,43,30,27,835
2125728,0.00,22.40,49.40,60.00,450.00,43,30,27,838
2126734,0.00,22.40,49.30,60.00,450.00,43,30,27,816
2127736,0.00,22.40,49.30,60.00,450.00,43,30,27,847
2128743,0.00,22.40,49.40,60.00,450.00,43,30,27,835
2129744,0.00,22.40,49.40,60.00,450.00,43,30,27,833
2130751,0.00,22.40,49.40,60.00,450.00,43,30,27,832
2131752,0.00,22.40,49.40,60.00,450.00,43,30,27,837
2132759,0.00,22.40,49.40,60.00,450.00,43,30,27,833
2133759,0.00,22.40,49.40,60.00,450.00,43,30,27,816
2134767,0.00,22.40,49.40,60.00,450.00,43,30,27,801
2135767,0.00,22.40,49.40,60.00,450.00,43,30,27,787
2136774,0.00,22.40,49.40,60.00,450.00,43,30,27,788
2137775,0.00,22.40,49.40,60.00,450.00,43,30,27,822
2138783,0.00,22.40,49.40,60.00,450.00,43,30,27,809
2139783,0.00,22.40,49.40,60.00,450.00,43,30,27,812
2140791,0.00,22.40,49.40,60.00,450.00,43,30,27,796
2141791,0.00,22.40,49.40,60.00,450.00,43,30,27,804
2142798,0.00,22.50,49.40,60.00,450.00,43,30,27,832
2143800,0.00,22.50,49.40,60.00,450.00,43,30,27,831
2144807,0.00,22.40,49.40,60.00,450.00,43,30,27,813
2145808,0.00,22.40,49.40,60.00,450.00,43,30,27,833
2146814,0.00,22.40,49.30,60.00,450.00,43,30,27,815
2147816,0.00,22.40,49.30,60.00,450.00,43,30,27,832
2148823,0.00,22.50,49.30,60.00,450.00,43,30,27,836
2149825,0.00,22.50,49.30,60.00,450.00,43,30,27,836
2150832,0.00,22.40,49.40,60.00,450.00,43,30,27,826
2151833,0.00,22.40,49.40,60.00,450.00,43,30,27,830
2152839,0.00,22.40,49.30,60.00,450.00,43,30,27,834
2153841,0.00,22.40,49.30,60.00,450.00,43,30,27,827
2154847,0.00,22.40,49.30,60.00,450.00,43,30,27,779
2155848,0.00,22.40,49.30,60.00,450.00,43,30,27,787
2156855,0.00,22.40,49.20,60.00,450.00,43,30,27,826
2157856,0.00,22.40,49.20,60.00,450.00,43,30,27,821
2158863,0.00,22.40,49.20,60.00,450.00,43,30,27,836
2159864,0.00,22.40,49.20,60.00,450.00,43,30,27,812
2160871,0.00,22.40,49.20,60.00,450.00,43,30,27,792
2161872,0.00,22.40,49.20,60.00,450.00,43,30,27,818
2162879,0.00,22.40,49.20,60.00,450.00,43,30,27,825
2163881,0.00,22.40,49.20,60.00,450.00,43,30,27,832
2164887,0.00,22.40,49.20,60.00,450.00,43,30,27,822
2165889,0.00,22.40,49.20,60.00,450.00,43,30,27,832
2166895,0.00,22.40,49.20,60.00,450.00,43,30,27,822
2167897,0.00,22.40,49.20,60.00,450.00,43,30,27,836
2168903,0.00,22.40,49.20,60.00,450.00,43,30,27,832
2169905,0.00,22.40,49.20,60.00,450.00,43,30,27,836
2170911,0.00,22.40,49.20,60.00,450.00,43,30,27,835
2171913,0.00,22.40,49.20,60.00,450.00,43,30,27,838
2172919,0.00,22.40,49.20,60.00,450.00,43,30,27,833
2173921,0.00,22.40,49.20,60.00,450.00,43,30,27,831
2174927,0.00,22.40,49.20,60.00,450.00,43,30,27,775
2175928,0.00,22.40,49.20,60.00,450.00,43,30,27,788
2176935,0.00,22.40,49.20,60.00,450.00,43,30,27,814
2177936,0.00,22.40,49.20,60.00,450.00,43,30,27,809
2178943,0.00,22.40,49.20,60.00,450.00,43,30,27,836
2179944,0.00,22.40,49.20,60.00,450.00,43,30,27,819
2180951,0.00,22.40,49.30,60.00,450.00,43,30,27,818
2181952,0.00,22.40,49.30,60.00,450.00,43,30,27,813
2182959,0.00,22.40,49.20,60.00,450.00,43,30,27,821
2183960,0.00,22.40,49.20,60.00,450.00,43,30,27,821
2184967,0.00,22.40,49.20,60.00,450.00,43,30,27,819
2185969,0.00,22.40,49.20,60.00,450.00,43,30,27,837
2186975,0.00,22.40,49.30,60.00,450.00,43,30,27,832
2187977,0.00,22.40,49.30,60.00,450.00,43,30,27,843
2188983,0.00,22.40,49.30,60.00,450.00,43,30,27,828
2189985,0.00,22.40,49.30,60.00,450.00,43,30,27,830
2190991,0.00,22.40,49.30,60.00,450.00,43,30,27,829
2191993,0.00,22.40,49.30,60.00,450.00,43,30,27,833
2192999,0.00,22.40,49.30,60.00,450.00,43,30,27,840
2194001,0.00,22.40,49.30,60.00,450.00,43,30,27,835
2195008,0.00,22.40,49.40,60.00,450.00,43,30,27,825
2196008,0.00,22.40,49.40,60.00,450.00,43,30,27,777
2197015,0.00,22.40,49.30,60.00,450.00,43,30,27,787
2198016,0.00,22.40,49.30,60.00,450.00,43,30,27,797
2199024,0.00,22.40,49.40,60.00,450.00,43,30,27,797
2200025,0.00,22.40,49.40,60.00,450.00,43,30,27,832
2201032,0.00,22.40,49.40,60.00,450.00,43,30,27,828
2202032,0.00,22.40,49.40,60.00,450.00,43,30,27,791
2203039,0.00,22.40,49.40,60.00,450.00,43,30,27,791
2204040,0.00,22.40,49.40,60.00,450.00,43,30,27,821
2205048,0.00,22.40,49.40,60.00,450.00,43,30,27,812
2206049,0.00,22.40,49.40,60.00,450.00,43,30,27,836
2207055,0.00,22.40,49.30,60.00,450.00,43,30,27,810
2208057,0.00,22.40,49.30,60.00,450.00,43,30,27,835
2209063,0.00,22.40,49.30,60.00,450.00,43,30,27,816
2210065,0.00,22.40,49.30,60.00,450.00,43,30,27,836
2211071,0.00,22.40,49.20,60.00,450.00,43,30,27,845
2212073,0.00,22.40,49.20,60.00,450.00,43,30,27,836
2213079,0.00,22.40,49.20,60.00,450.00,43,30,27,819
2214081,0.00,22.40,49.20,60.00,450.00,43,30,27,827
2215087,0.00,22.40,49.20,60.00,450.00,43,30,27,799
2216088,0.00,22.40,49.20,60.00,450.00,43,30,27,795
2217095,0.00,22.40,49.20,60.00,450.00,43,30,27,792
2218096,0.00,22.40,49.20,60.00,450.00,43,30,27,802
2219103,0.00,22.40,49.10,60.00,450.00,43,30,27,842
2220105,0.00,22.40,49.10,60.00,450.00,43,30,27,832
2221111,0.00,22.40,49.10,60.00,450.00,43,30,27,816
2222112,0.00,22.40,49.10,60.00,450.00,43,30,27,815
2223119,0.00,22.40,49.20,60.00,450.00,43,30,27,803
2224120,0.00,22.40,49.20,60.00,450.00,43,30,27,806
2225127,0.00,22.40,49.20,60.00,450.00,43,30,27,828
2226129,0.00,22.40,49.20,60.00,450.00,43,30,27,835
2227135,0.00,22.40,49.30,60.00,450.00,43,30,27,809
2228137,0.00,22.40,49.30,60.00,450.00,43,30,27,835
2229143,0.00,22.40,49.30,60.00,450.00,43,30,27,809
2230145,0.00,22.40,49.30,60.00,450.00,43,30,27,836
2231151,0.00,22.40,49.30,60.00,450.00,43,30,27,813
2232153,0.00,22.40,49.30,60.00,450.00,43,30,27,829
2233160,0.00,22.40,49.40,60.00,450.00,43,30,27,833
2234161,0.00,22.40,49.40,60.00,450.00,43,30,27,845
2235168,0.00,22.40,49.40,60.00,450.00,43,30,27,836
2236169,0.00,22.40,49.40,60.00,450.00,43,30,27,840
2237175,0.00,22.40,49.30,60.00,450.00,43,30,27,778
2238176,0.00,22.40,49.30,60.00,450.00,43,30,27,780
2239183,0.00,22.40,49.10,60.00,450.00,43,30,27,825
2240184,0.00,22.40,49.10,60.00,450.00,43,30,27,820
2241191,0.00,22.40,49.10,60.00,450.00,43,30,27,834
2242193,0.00,22.40,49.10,60.00,450.00,43,30,27,829
2243199,0.00,22.40,49.10,60.00,450.00,43,30,27,814
2244200,0.00,22.40,49.10,60.00,450.00,43,30,27,811
2245207,0.00,22.40,49.00,60.00,450.00,43,30,27,832
2246209,0.00,22.40,49.00,60.00,450.00,43,30,27,829
2247215,0.00,22.40,49.00,60.00,450.00,43,30,27,832
2248216,0.00,22.40,49.00,60.00,450.00,43,30,27,822
2249223,0.00,22.40,49.00,60.00,450.00,43,30,27,831
2250225,0.00,22.40,49.00,60.00,450.00,43,30,27,829
2251231,0.00,22.40,48.90,60.00,450.00,43,30,27,831
2252233,0.00,22.40,48.90,60.00,450.00,43,30,27,836
2253239,0.00,22.40,49.00,60.00,450.00,43,30,27,833
2254241,0.00,22.40,49.00,60.00,450.00,43,30,27,840
2255247,0.00,22.40,48.90,60.00,450.00,43,30,27,778
2256248,0.00,22.40,48.90,60.00,450.00,43,30,27,825
2257255,0.00,22.40,48.90,60.00,450.00,43,30,27,801
2258256,0.00,22.40,48.90,60.00,450.00,43,30,27,774
2259263,0.00,22.40,48.90,60.00,450.00,43,30,27,832
2260264,0.00,22.40,48.90,60.00,450.00,43,30,27,808
2261271,0.00,22.40,48.90,60.00,450.00,43,30,27,823
2262273,0.00,22.40,48.90,60.00,450.00,43,30,27,839
2263279,0.00,22.40,48.90,60.00,450.00,43,30,27,807
2264280,0.00,22.40,48.90,60.00,450.00,43,30,27,798
2265287,0.00,22.40,48.90,60.00,450.00,43,30,27,826
2266288,0.00,22.40,48.90,60.00,450.00,43,30,27,814
2267295,0.00,22.40,48.90,60.00,450.00,43,30,27,826
2268296,0.00,22.40,48.90,60.00,450.00,43,30,27,815
2269303,0.00,22.40,48.90,60.00,450.00,43,30,27,826
2270305,0.00,22.40,48.90,60.00,450.00,43,30,27,831
2271311,0.00,22.40,48.90,60.00,450.00,43,30,27,832
2272313,0.00,22.40,48.90,60.00,450.00,43,30,27,837
2273319,0.00,22.40,48.90,60.00,450.00,43,30,27,819
2274321,0.00,22.40,48.90,60.00,450.00,43,30,27,836
2275327,0.00,22.40,48.90,60.00,450.00,43,30,27,788
2276329,0.00,22.40,48.90,60.00,450.00,43,30,27,835
2277335,0.00,22.40,48.90,60.00,450.00,43,30,27,776
2278336,0.00,22.40,48.90,60.00,450.00,43,30,27,807
2279343,0.00,22.40,49.00,60.00,450.00,43,30,27,813
2280344,0.00,22.40,49.00,60.00,450.00,43,30,27,808
2281351,0.00,22.40,49.00,60.00,450.00,43,30,27,831
2282353,0.00,22.40,49.00,60.00,450.00,43,30,27,828
2283359,0.00,22.40,49.00,60.00,450.00,43,30,27,798
2284361,0.00,22.40,49.00,60.00,450.00,43,30,27,826
2285367,0.00,22.40,49.00,60.00,450.00,43,30,27,817
2286368,0.00,22.40,49.00,60.00,450.00,43,30,27,820
2287375,0.00,22.40,49.10,60.00,450.00,43,30,27,828
2288377,0.00,22.40,49.10,60.00,450.00,43,30,27,839
2289383,0.00,22.40,49.10,60.00,450.00,43,30,27,842
2290385,0.00,22.40,49.10,60.00,450.00,43,30,27,837
2291391,0.00,22.40,49.10,60.00,450.00,43,30,27,831
2292392,0.00,22.40,49.10,60.00,450.00,43,30,27,822
2293399,0.00,22.40,49.10,60.00,450.00,43,30,27,831
2294401,0.00,22.40,49.10,60.00,450.00,43,30,27,842
2295407,0.00,22.40,49.10,60.00,450.00,43,30,27,834
2296409,0.00,22.40,49.10,60.00,450.00,43,30,27,834
2297415,0.00,22.40,49.10,60.00,450.00,43,30,27,787
2298416,0.00,22.40,49.10,60.00,450.00,43,30,27,820
2299423,0.00,22.40,49.00,60.00,450.00,43,30,27,791
2300424,0.00,22.40,49.00,60.00,450.00,43,30,27,799
2301431,0.00,22.40,49.00,60.00,450.00,43,30,27,835
2302432,0.00,22.40,49.00,60.00,450.00,43,30,27,823
2303439,0.00,22.50,48.80,60.00,450.00,43,30,27,795
2304441,0.00,22.50,48.80,60.00,450.00,43,30,27,839
2305447,0.00,22.40,48.80,60.00,450.00,43,30,27,810
2306448,0.00,22.40,48.80,60.00,450.00,43,30,27,805
2307455,0.00,22.40,48.70,60.00,450.00,43,30,27,812
2308457,0.00,22.40,48.70,60.00,450.00,43,30,27,846
2309463,0.00,22.40,48.60,60.00,450.00,43,30,27,820
2310465,0.00,22.40,48.60,60.00,450.00,43,30,27,831
2311471,0.00,22.50,48.60,60.00,450.00,43,30,27,803
2312473,0.11,22.50,48.60,60.00,450.00,43,30,27,837
2313479,0.00,22.40,48.60,60.00,450.00,43,30,27,806
2314481,0.00,22.40,48.60,60.00,450.00,43,30,27,829
2315487,0.00,22.40,48.60,60.00,450.00,43,30,27,830
2316489,0.00,22.40,48.60,60.00,450.00,43,30,27,838
2317495,0.00,22.40,48.70,60.00,450.00,43,30,27,762
