timestamp,ldr_v,temp_c,hum_pct,tvoc_ppb,eco2_ppm,scenario
118478,0.02,-1.00,-1.00,60.00,450.00,anomaly
119535,0.06,-1.00,-1.00,60.00,450.00,anomaly
120536,0.03,-1.00,-1.00,60.00,450.00,anomaly
121593,0.00,-1.00,-1.00,60.00,450.00,anomaly
122594,0.00,-1.00,-1.00,60.00,450.00,anomaly
123651,0.03,-1.00,-1.00,60.00,450.00,anomaly
124652,0.03,-1.00,-1.00,60.00,450.00,anomaly
125709,0.00,-1.00,-1.00,60.00,450.00,anomaly
126710,0.03,-1.00,-1.00,60.00,450.00,anomaly
127767,0.03,-1.00,-1.00,60.00,450.00,anomaly
128768,0.06,-1.00,-1.00,60.00,450.00,anomaly
129825,0.05,-1.00,-1.00,60.00,450.00,anomaly
130826,0.08,-1.00,-1.00,60.00,450.00,anomaly
131883,0.08,-1.00,-1.00,60.00,450.00,anomaly
132884,0.04,-1.00,-1.00,60.00,450.00,anomaly
133941,0.08,-1.00,-1.00,60.00,450.00,anomaly
134942,0.08,-1.00,-1.00,60.00,450.00,anomaly
135999,0.09,-1.00,-1.00,60.00,450.00,anomaly
137000,0.02,-1.00,-1.00,60.00,450.00,anomaly
138057,0.04,-1.00,-1.00,60.00,450.00,anomaly
139058,0.06,-1.00,-1.00,60.00,450.00,anomaly
140115,0.03,-1.00,-1.00,60.00,450.00,anomaly
141116,0.05,-1.00,-1.00,60.00,450.00,anomaly
142173,0.04,-1.00,-1.00,60.00,450.00,anomaly
143174,0.07,-1.00,-1.00,60.00,450.00,anomaly
144231,0.03,-1.00,-1.00,60.00,450.00,anomaly
145232,0.07,-1.00,-1.00,60.00,450.00,anomaly
146289,0.05,-1.00,-1.00,60.00,450.00,anomaly
147290,0.11,-1.00,-1.00,60.00,450.00,anomaly
148347,0.07,-1.00,-1.00,60.00,450.00,anomaly
149348,0.01,-1.00,-1.00,60.00,450.00,anomaly
150405,0.05,-1.00,-1.00,60.00,450.00,anomaly
151406,0.02,-1.00,-1.00,60.00,450.00,anomaly
152463,0.03,-1.00,-1.00,60.00,450.00,anomaly
153464,0.00,-1.00,-1.00,60.00,450.00,anomaly
154521,0.00,-1.00,-1.00,60.00,450.00,anomaly
155522,0.02,-1.00,-1.00,60.00,450.00,anomaly
156579,0.06,-1.00,-1.00,60.00,450.00,anomaly
157580,0.05,-1.00,-1.00,60.00,450.00,anomaly
158637,0.04,-1.00,-1.00,60.00,450.00,anomaly
159638,0.05,-1.00,-1.00,60.00,450.00,anomaly
160695,0.08,-1.00,-1.00,60.00,450.00,anomaly
161696,0.09,-1.00,-1.00,60.00,450.00,anomaly
162753,0.06,-1.00,-1.00,60.00,450.00,anomaly
163754,0.03,-1.00,-1.00,60.00,450.00,anomaly
164811,0.01,-1.00,-1.00,60.00,450.00,anomaly
